Devices,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,
,,EMG_cometa - EMG Channels,,,,,,,,,,,,,,,
Frame,Sub Frame,EMG01_FDS_right,EMG02_FDS_left,EMG03_biceps_brachii_right,EMG04_biceps_brachii_left,EMG05_trapezius_trans_right,EMG06_trapezius_trans_left,EMG07,EMG08,EMG09,EMG10,EMG11,EMG12,EMG13,EMG14,EMG15,EMG16
,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
14,8,-8.71396,-16.9036,1.77668,-7.55004,-3.44176,-0.679949,-3299.9,-3127,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
14,9,-11.1815,-15.46,3.25489,-9.787,2.02151,-3.91664,-3299.9,-3113.3,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
15,0,-8.36846,-26.9942,1.41597,-6.95855,-3.64565,-6.21866,-3299.9,-3100.47,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
15,1,-13.4281,-25.7177,2.78938,-10.3611,-0.667653,-6.04416,-3299.9,-3087.53,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
15,2,-14.2833,-13.0199,3.35376,-17.2676,-0.00774908,-5.27853,-3299.9,-3074.94,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
15,3,-10.9885,3.33783,-0.203566,-8.27351,-2.49286,-2.03098,-3299.9,-3062.04,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
15,4,-16.0403,38.0336,1.62435,-3.502,-3.02239,0.0193381,-3299.9,-3048.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
15,5,-13.5304,68.218,1.91677,-6.03504,-1.62289,-2.18667,-3299.9,-3036.1,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
15,6,-8.66007,72.7662,-2.76656,-8.50865,-3.47172,-5.63822,-3299.9,-3023.66,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
15,7,-10.5993,54.0432,-5.14126,-5.81679,-2.7904,-6.32463,-3299.9,-174.949,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
15,8,-9.48474,29.6227,-4.20934,2.76243,0.42228,-4.18848,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
15,9,-8.21214,20.1337,-2.66686,9.65483,-2.63662,-2.88126,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
16,0,-12.0019,24.2666,-1.06865,9.13628,-5.78045,-3.56392,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
16,1,-10.7788,29.3597,-0.724154,1.65379,-5.91799,-2.26364,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
16,2,-13.4208,28.4781,3.32734,-5.70094,-6.58503,-0.743966,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
16,3,-16.1821,16.1503,4.26672,-17.4314,-5.34518,0.036967,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
16,4,-13.6251,9.34801,-1.17676,-23.4811,-1.9524,-0.192827,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
16,5,-17.4225,2.00377,3.21795,-22.3298,-1.49456,-9.01062,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
16,6,-17.4259,-0.0134762,-2.28876,-30.8956,-3.01665,-9.85935,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
16,7,-18.5744,-4.51159,6.89887,-23.622,-1.48538,-6.50969,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
16,8,-17.4481,-11.2844,2.43835,-25.8112,-7.50609,-6.07164,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
16,9,-9.66918,-14.3058,0.365736,-16.7971,-7.64144,-13.1792,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
17,0,-4.71463,-19.4812,-2.16675,-11.2389,-2.04641,-10.8381,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
17,1,-11.3487,-29.0786,-1.50348,-0.927016,-1.61668,-11.7935,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
17,2,-9.32565,-37.9984,-2.74018,6.51524,-0.777872,-7.206,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
17,3,-9.69538,-49.5573,-5.799,10.3379,-5.18392,-3.38614,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
17,4,-9.7181,-56.3545,-4.79379,10.1607,-2.93814,-1.7861,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
17,5,-9.85842,-51.214,-4.72245,8.02273,-2.205,-2.76425,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
17,6,-8.58691,-49.285,-9.20441,6.74501,-4.02711,-3.82569,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
17,7,-2.41875,-47.092,-11.1091,5.6269,-0.8945,-2.80707,-3299.9,293.755,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
17,8,1.4715,-34.5828,-10.5315,6.00646,2.06374,-3.84202,-3299.9,-3275.37,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
17,9,-0.0935061,-32.371,-12.2648,7.54586,0.676148,-7.88407,-3299.9,-3252.25,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
18,0,0.78197,-45.527,-14.6633,5.33052,1.81921,-9.00986,-3299.9,-3238.09,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
18,1,3.09517,-45.8049,-19.959,2.30056,4.89697,-8.48148,-3299.9,-3223.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
18,2,4.24763,-39.6283,-21.4595,1.35061,1.47688,-9.86172,-3299.9,-3209.41,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
18,3,-0.218411,-41.6065,-20.6143,3.29642,1.01391,-8.82565,-3299.9,-3196.14,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
18,4,-1.83678,-47.6221,-22.0003,2.21317,-4.34112,-16.8703,-3299.9,-3182.17,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
18,5,-1.41076,-53.4088,-21.4325,-0.834135,-0.337818,-9.79205,-3299.9,-3168.98,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
18,6,-4.62973,-68.3439,-19.491,3.45292,-0.954591,-8.53182,-3299.9,-3155.96,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
18,7,-4.34262,-64.6114,-14.8015,-3.82062,-5.83552,-5.66068,-3299.9,-3142.56,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
18,8,-13.77,-70.5934,-7.82082,-3.94574,-1.91839,-4.80577,-3299.9,-3129.34,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
18,9,-14.4434,-70.7673,-6.8037,-3.40775,-2.37705,-5.59971,-3299.9,-3115.61,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
19,0,-19.6262,-55.0222,-6.58416,-4.38468,-4.64033,-8.18954,-3299.9,-3103.22,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
19,1,-12.8764,-35.3442,-3.48058,-5.32229,-3.29684,-4.16344,-3299.9,-3090.38,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
19,2,-9.72823,-17.9923,4.78881,-7.61628,-5.65605,-0.570142,-3299.9,-3076.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
19,3,-3.80309,-4.46282,4.82284,-6.79375,-5.58219,-2.9627,-3299.9,-3064.17,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
19,4,-2.01563,10.314,12.4439,-5.7569,-3.45568,-4.50932,-3299.9,-3051.51,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
19,5,-5.09724,23.0907,21.7387,-1.33638,-2.23459,-2.78911,-3299.9,-3038.19,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
19,6,-9.83949,35.4324,20.9104,6.81468,-4.54347,-2.33652,-3299.9,-3025.41,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
19,7,-15.5719,45.4896,19.4344,14.3634,-3.12642,-3.77456,-3299.9,-2978.76,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
19,8,-18.2014,54.7535,18.4058,17.5756,-2.35338,-4.24052,-3299.9,-356.495,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
19,9,-17.4592,64.6091,13.0278,13.375,-6.4176,-4.48623,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
20,0,-15.8562,63.4088,7.6973,3.10466,-4.33628,-4.62763,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
20,1,-10.329,50.4759,-2.09859,-3.11511,-4.98094,-2.47024,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
20,2,-9.04157,35.0495,-3.1472,-0.664938,-7.09226,-2.18604,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
20,3,-7.24047,29.5112,3.82996,-7.91456,-6.10996,-0.288561,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
20,4,-3.21171,46.6687,2.66463,-12.4215,-5.51214,0.34544,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
20,5,3.63527,66.0901,5.33752,-17.7513,-2.21558,-6.84471,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
20,6,1.09251,85.7594,5.39689,-23.8838,-2.18509,-3.90996,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
20,7,12.1942,125.19,8.93796,-24.8409,-0.366703,-2.85721,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
20,8,18.6807,145.328,3.24847,-20.7211,-4.27127,-6.88127,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
20,9,17.5765,128.788,4.29055,-19.47,-2.62462,-4.98112,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
21,0,12.7954,102.119,7.08312,-14.9741,-4.53835,-8.00681,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
21,1,10.3915,75.0605,-0.61677,-9.97907,-5.26729,-5.05143,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
21,2,13.9461,44.6975,1.43242,-14.2558,-5.62669,-1.75886,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
21,3,13.2212,22.5638,1.20401,-9.081,-5.53849,-3.86705,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
21,4,15.0746,-4.96278,-4.78135,-10.1719,-4.06797,-2.22329,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
21,5,17.2054,-38.4188,-7.33969,-10.3998,-2.82169,-2.70793,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
21,6,18.5203,-67.0527,-7.00113,-6.99955,-1.99492,-3.17264,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
21,7,21.9483,-84.2683,-7.66412,-4.98397,1.13673,-1.34616,-3299.9,207.172,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
21,8,23.5742,-90.6933,-7.51318,-5.05917,2.94521,1.15533,-3299.9,-3275.4,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
21,9,19.2958,-90.8501,-6.86663,-5.59885,0.675315,3.46518,-3299.9,-3252.07,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
22,0,12.5688,-87.5201,-6.23716,-3.84618,-1.50049,0.858206,-3299.9,-3238.29,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
22,1,6.48482,-83.1427,-4.38527,-2.00141,-1.69902,-3.88988,-3299.9,-3224.5,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
22,2,0.910061,-82.3648,-7.121,0.93656,2.46892,-4.24134,-3299.9,-3210.89,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
22,3,-3.20897,-85.5044,-3.15323,2.90293,-3.21125,-3.39213,-3299.9,-3196.59,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
22,4,-10.1291,-87.6982,-0.598687,0.242855,-3.94498,-1.43144,-3299.9,-3183.78,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
22,5,-14.447,-76.1803,-5.90851,3.03885,-2.37861,-5.62931,-3299.9,-3170.33,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
22,6,-8.48324,-41.3503,-9.25948,6.96922,0.655168,-1.68827,-3299.9,-3156.36,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
22,7,-5.22928,-22.5922,-4.76137,-0.68714,-1.45033,-4.94223,-3299.9,-3142.29,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
22,8,-2.16126,-14.2461,-5.74814,-3.13751,-4.11362,-8.93989,-3299.9,-3130.08,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
22,9,-14.4918,27.3061,-0.123625,-1.38823,-6.26558,-4.33934,-3299.9,-3117.31,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
23,0,-14.9044,55.8809,-0.456443,-3.43059,-2.72999,-6.36307,-3299.9,-3103.57,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
23,1,-10.0034,56.5954,2.17933,0.515743,0.035388,-1.80391,-3299.9,-3090.87,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
23,2,-12.4543,36.6412,-2.15822,3.4906,-2.31376,0.646227,-3299.9,-3077.11,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
23,3,-13.3541,9.80293,-2.36242,0.867591,-2.94845,-1.16721,-3299.9,-3064.24,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
23,4,-16.3651,-9.45406,-0.69236,-0.327297,-4.7333,-3.53738,-3299.9,-3051.77,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
23,5,-18.6186,-17.1037,-1.88166,1.05808,-5.94177,-5.25748,-3299.9,-3038.88,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
23,6,-26.5081,-13.2948,-2.9102,-1.47446,-3.18909,-5.04186,-3299.9,-3025.93,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
23,7,-33.0037,-17.2408,-0.897677,-4.2922,-2.43053,-2.02484,-3299.9,-3013.87,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
23,8,-32.5716,-13.3337,-0.0944911,-3.85657,-4.75983,-2.90344,-3299.9,-318.361,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
23,9,-27.81,44.2121,-0.421813,-4.11881,-7.12107,-6.74452,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
24,0,-17.0392,116.523,0.394267,-3.81459,-7.69882,-5.34503,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
24,1,-6.72496,113.798,-2.48393,-0.895924,-2.5963,-2.82748,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
24,2,5.73248,64.4183,-3.08109,-0.120784,-1.87654,0.372718,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
24,3,9.60169,50.398,-3.69722,-2.32872,-1.73272,-2.41014,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
24,4,18.9291,74.8004,-4.20934,0.907111,-3.77866,3.948,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
24,5,23.761,86.6568,-5.1925,3.88655,-7.14091,2.71912,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
24,6,16.6753,75.0123,-2.33967,-1.38521,-2.29874,2.58172,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
24,7,18.5894,61.3265,-3.10531,-3.87353,-1.72452,-1.91639,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
24,8,22.0015,32.2864,-4.24544,0.566351,-2.7419,-1.92054,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
24,9,25.2696,20.9838,-4.50769,-2.10673,-3.88327,-1.20449,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
25,0,20.7471,17.8156,-1.77249,-1.34706,-5.53343,-3.95077,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
25,1,22.7261,10.5045,-0.186517,1.87953,-1.51731,-4.21741,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
25,2,17.3088,1.93526,-3.87425,-3.90581,5.36587,-10.0178,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
25,3,13.7706,10.0619,-9.31672,-7.09928,2.71853,-10.6763,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
25,4,12.9383,16.214,-8.69806,-4.71745,-5.85678,-10.0973,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
25,5,16.0129,6.19519,-6.31338,-4.52834,-6.34427,-10.4059,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
25,6,10.1822,-16.0888,-5.37167,-4.41342,-0.383775,-10.36,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
25,7,1.70924,-34.8315,-3.09521,-2.84096,2.2853,-9.97714,-3299.9,121.881,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
25,8,-1.31102,-34.301,-0.688379,-2.95675,1.66844,-11.2074,-3299.9,-3273.28,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
25,9,-3.46268,-21.4556,1.52753,-3.61875,1.37968,-12.7446,-3299.9,-3249.95,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
26,0,-8.0949,-12.5185,5.64068,-3.65961,-1.98366,-11.8496,-3299.9,-3235.24,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
26,1,-17.0495,-11.6965,5.45159,-4.10407,-5.72511,-11.1214,-3299.9,-3221.69,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
26,2,-15.5786,-26.498,-0.124305,-1.66822,0.560002,-9.18382,-3299.9,-3208.32,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
26,3,-12.0369,-35.7699,-1.03811,1.12638,0.915567,-3.95554,-3299.9,-3194.09,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
26,4,-11.6654,-30.2395,-4.73328,1.03183,-6.35648,-6.3941,-3299.9,-3180.7,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
26,5,-12.7822,8.54807,-4.2782,-0.255261,-1.41545,-3.69971,-3299.9,-3166.91,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
26,6,-5.21493,39.0087,0.331956,-1.89196,3.90253,0.766643,-3299.9,-3153.95,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
26,7,-7.32043,48.0049,-6.94159,-1.31773,3.2326,-2.96583,-3299.9,-3139.98,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
26,8,-8.10596,50.9669,-0.543978,-0.554934,5.57975,-1.32413,-3299.9,-3126.95,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
26,9,-8.78231,68.0336,4.54187,-3.71763,0.74066,3.52336,-3299.9,-3114.56,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
27,0,-4.64846,81.9922,4.88328,-5.47746,-4.28169,2.35922,-3299.9,-3101.12,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
27,1,-8.66258,69.8649,-0.556601,-4.78908,-3.075,0.507967,-3299.9,-3087.77,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
27,2,-5.5139,54.0063,2.59057,-1.63534,-4.07737,0.843406,-3299.9,-3075.28,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
27,3,-8.49919,27.3767,3.81414,-2.26664,-4.70183,-1.3858,-3299.9,-3061.99,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
27,4,-9.41761,8.3528,3.49696,1.02732,-3.44802,-2.32491,-3299.9,-3049.72,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
27,5,-6.09493,-6.6322,0.520366,3.32336,-4.02282,-5.77113,-3299.9,-3037.37,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
27,6,-4.93506,-14.2467,-0.316992,1.53292,-6.50811,-9.18041,-3299.9,-3024.11,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
27,7,-7.21352,-4.75661,3.06907,0.886542,-5.24485,-6.71944,-3299.9,-3007.02,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
27,8,-7.81226,12.4678,3.54726,-1.41821,-2.03084,-3.943,-3299.9,-229.129,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
27,9,-8.22956,15.5502,-0.131747,-4.75354,-0.742324,-2.73051,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
28,0,-11.7269,3.96768,-1.74212,-3.07932,-2.02799,-0.24823,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
28,1,-10.8586,-0.642228,-3.13642,-2.56673,-4.99509,-1.27652,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
28,2,-5.26985,5.97578,-6.11446,-2.93888,-1.23276,-2.08774,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
28,3,-2.5177,18.6148,-3.02432,-1.58322,-1.50176,-6.17573,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
28,4,-2.06162,20.6574,-6.57358,-2.7296,-2.37329,-4.93563,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
28,5,0.529227,11.976,-6.55628,-5.75476,-3.04283,-3.73851,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
28,6,-1.26793,3.58798,1.20307,-10.4562,-6.02738,1.78373,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
28,7,-2.60779,-4.06838,-1.18954,-0.981424,-1.14645,-5.68122,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
28,8,-3.47293,-11.8197,-1.39839,-4.32444,-1.86736,-7.73423,-3299.9,3299.8,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9,-3299.9
